DatasetName,Target,Pipeline,EvaluationMetric,Time,Size,Website
Credit score3,Credit_Score,"MEDIAN,IQR,nor_null,nor_null,dup_null,out_null,RF",0.815686275,0.170170069,"(1649, 28)",https
Credit score4,Credit_Score,"MF,AD,DS,nor_null,dup_null,out_null,RF",0.741518578,2.609708548,"(3094, 28)",https
csgo_round_snapshots1,round_winner,"OE,ZS,fea_null,nor_null,dup_null,out_null,RF",0.923076923,0.146207333,"(257, 97)",https
csgo_round_snapshots2,round_winner,"IQR,OE,fea_null,nor_null,dup_null,out_null,RF",0.948529412,0.113459587,"(765, 97)",https
csgo_round_snapshots3,round_winner,"ZS,OE,fea_null,nor_null,dup_null,out_null,RF",0.951492537,0.227694035,"(1340, 97)",https
csgo_round_snapshots4,round_winner,"OE,ZS,fea_null,nor_null,dup_null,out_null,RF",0.919908467,0.288179636,"(2185, 97)",https
csgo_round_snapshots5,round_winner,"OE,ZS,fea_null,nor_null,dup_null,out_null,RF",0.9375,0.155148029,"(398, 97)",https
customerTargeting1,target,"LC,ED,fea_null,nor_null,dup_null,out_null,NB",0.64,0.103357792,"(248, 71)",https
customerTargeting2,target,"IQR,DS,fea_null,dup_null,dup_null,out_null,RF",0.564102564,0.230277777,"(864, 71)",https
customerTargeting3,target,"IQR,imp_null,fea_null,nor_null,dup_null,out_null,RF",0.550847458,0.315285444,"(1368, 71)",https
customerTargeting4,target,"IQR,DS,fea_null,dup_null,dup_null,out_null,NB",0.572864322,0.050160885,"(1149, 71)",https
customerTargeting5,target,"IQR,DS,fea_null,dup_null,dup_null,out_null,RF",0.53968254,0.159820795,"(368, 71)",https
